Project Name,Name and Location,Latitude,Longitude,Project Type,Borough,Opening Date,Year,Image link,Body Text,Link Info
Frederick Douglas Houses,"Frederick Douglas Houses,Manhattan, NYC",-73.9649353,40.7956813,Housing,Manhattan,,1958,http://spc.columbiaspectator.com/sites/default/files/FD%20house.jpg,"The Frederick Douglass Houses are a public housing project located in the New York City borough of Manhattan, in the Manhattan Valley neighborhood of Upper West Side, named for civil rights pioneer Frederick Douglass. The actual buildings are located between 100th Street and 104th Street, to the east of Amsterdam Avenue and the west of Manhattan Avenue. The complex is owned and operated by the New York City Housing Authority.

The original portion of the complex consists of 17 buildings — 5, 9, 12, 17, 18, and 20-stories tall — completed on May 31, 1958 on a 21.76-acre (8.81 ha) site. The development includes 2,056 apartments housing some 4,588 residents. The Frederick Douglass Addition, completed on June 30, 1965, is a 16-story building with 306 residents on .55-acre (0.22 ha) on Amsterdam Avenue between West 102nd and West 103rd Streets.[1]",https://en.wikipedia.org/wiki/Frederick_Douglass_Houses
"Martin Luther King, Jr Towers","Martin Luther King Houses,Manhattan, NYC",-73.9497745,40.8008156,Housing,Manhattan,,1954,http://assets.nydailynews.com/polopoly_fs/1.152332.1314002724!/img/httpImage/image.jpg_gen/derivatives/article_750/alg-mlk-towers-jpg.jpg,,
James Weldon Johnson Houses,"James Weldon Johnson Houses,Manhattan, NYC",-73.9427778,40.7969444,Housing,Manhattan,,1948,http://www.city-data.com/forum/attachments/new-york-city/34799d1232834022-nyc-really-safe-pt-2-my-harlem-020.jpg,,
Jefferson Houses,"Jefferson Houses,Manhattan, NYC",-73.9397435,40.7958142,Housing,Manhattan,,1959,https://s-media-cache-ak0.pinimg.com/originals/43/4e/52/434e525f33e0ae809b16f7a3f953e95b.jpg,,
Robert Wagner Houses,"Robert Wagner Houses,Manhattan, NYC",-73.9320982,40.8003206,Housing,Manhattan,,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Wagner_Houses.jpg/1200px-Wagner_Houses.jpg,"Senator Robert F. Wagner Houses, also known as Triborough Houses, is a public housing development in the East Harlem neighborhood of Manhattan, in New York City. The development was completed on May 31, 1958, and was named after Robert F. Wagner, who served four terms as senator of New York State. The complex is administered by the New York City Housing Authority.

The development, located east of First Avenue in the northeast corner of Manhattan, consists of 14 16-story buildings and 8 7-story buildings, a total of 22 buildings. It has 5,290 residents who live in 2,154 apartments. The complex occupies 26.91 acres (10.89 ha). It cost $30,926,000 to construct.

The first family to move into the Wagner Houses, on August 3, 1958, moved from a cold-water flat on East 106th Street, which was also demolished to build Franklin Plaza Apartments.",https://en.wikipedia.org/wiki/Robert_F._Wagner_Houses
Abraham Lincoln Houses,"Abraham Lincoln Houses,Manhattan, NYC",-73.9353177,40.8113383,Housing,Manhattan,,1948,http://assets.nydailynews.com/polopoly_fs/1.1747016.1396753613!/img/httpImage/image.jpg_gen/derivatives/article_750/nycha6n-13-web.jpg,,
General Grant Houses,"General Grant Houses,Manhattan, NYC",-73.958393,40.8146782,Housing,Manhattan,,1956,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/NYCHA_Grant_Houses_WTM3_The_Fixers_0021.jpg/1200px-NYCHA_Grant_Houses_WTM3_The_Fixers_0021.jpg,"General Ulysses S. Grant Houses is a public housing project at the northern boundary of Morningside Heights in the borough of Manhattan, New York City. The complex is located between Broadway and Morningside Avenue, spanning oddly shaped superblocks from 123rd Street and La Salle Street to 125th Street.

Grant Houses were completed in 1956 at a cost of $29.2 million. 1,940 apartment units are contained within the apartment buildings in the Grant Houses. With eight of the buildings at 21 stories, they were the tallest housing projects in New York City when built. The buildings are managed by the New York City Housing Authority. For maximum sunlight exposure they lie directly north of Morningside Gardens, a middle income cooperative in Morningside Heights. The redevelopment projects together aimed to retain the racially and economically mixed character of the Morningside-Manhattanville area before clearance. The New York Times noted the racial identification of the first five families to move into the Grant Houses: ""two white, two Negro and one Puerto Rican.""[1][2]",https://en.wikipedia.org/wiki/Grant_Houses
Manhattanville Houses,"Manhattanville Houses,Manhattan, NYC",-73.9537728,40.8188972,Housing,Manhattan,,1961,http://assets.nydailynews.com/polopoly_fs/1.1590809.1390613094!/img/httpImage/image.jpg_gen/derivatives/article_750/gangs24u-5-web.jpg,"Manhattanville Houses is a public housing project in the Manhattanville section of West Harlem, in the borough of Manhattan, New York City. The project is located between Broadway and Amsterdam Avenue, spanning a superblock from 129th Street to 133rd Street. The project consists of six 20-story buildings containing 1,272 apartment units.

The project was designed in 1961 by modernist architect William Lescaze, reflecting the ""tower in the park"" concept in vogue during the mid-20th century. Lescaze designed the towers to emphasize view corridors that bring air and light to housing residents.

Manhattanville Houses were completed June 30, 1961 at a cost of $24 million. The buildings are managed by the New York City Housing Authority.

The site formerly consisted of city blocks of tenements which were demolished via slum clearance, beginning in 1957.",https://en.wikipedia.org/wiki/Manhattanville_Houses
St Nicholas Houses,"St Nicholas Houses,Manhattan, NYC",-73.9524,40.806016,Housing,Manhattan,,1954,http://assets.nydailynews.com/polopoly_fs/1.1940763.1410831332!/img/httpImage/image.jpg_gen/derivatives/article_750/nycha16n-20-web.jpg,"St. Nicholas Houses is a public housing project in Central Harlem, in the borough of Manhattan, New York City. The project is located between Adam Clayton Powell Jr. Boulevard and Frederick Douglass Boulevard, spanning a superblock from 127th Street to 131st Street. The project consists of thirteen 14-story buildings containing 1,523 apartment units.

St. Nicholas Houses, often called ""St. Nick,"" were built in 1954 under the Taft-Ellender-Wagner Housing Act of 1949. When the houses initially began seeking applicants, World War II veterans received priority. The buildings are managed by the New York City Housing Authority.

The site formerly consisted of city blocks with small attached homes in poor condition, and existing residents were removed via a slum clearance program.",https://en.wikipedia.org/wiki/St._Nicholas_Houses
Rangel Houses,"Colonial Park Houses,Manhattan, NYC",-73.9363889,40.8336111,Housing,Manhattan,,1951,"http://images.complex.com/complex/image/upload/c_limit,w_680/fl_lossy,pg_1,q_auto/zh8ns9uxedcigvwmbpfr.jpg",,
Cooper Park Houses,"Cooper Park Houses,Brooklyn, NYC",-73.9401389,40.7184169,Housing,Brooklyn,,1953,http://forgotten-ny.com/wp-content/uploads/2016/05/P1210448.jpg,,
Bushwick Houses,"Bushwick Houses,Brooklyn, NYC",-73.9385687,40.7036515,Housing,Brooklyn,,1960,http://assets.nydailynews.com/polopoly_fs/1.1940769.1410833964!/img/httpImage/image.jpg_gen/derivatives/article_750/nycha16n-14-web.jpg,,
Sumner Houses,"Sumner Houses,Brooklyn, NYC",-73.9411111,40.6972222,Housing,Brooklyn,,1958,http://bedfordandbowery.com/wp-content/uploads/2015/01/image-42.jpg,,
Marcy Houses,"Marcy Houses,Brooklyn, NYC",-73.9512061,40.6973357,Housing,Brooklyn,,1949,http://assets.nydailynews.com/polopoly_fs/1.2739110.1470352849!/img/httpImage/image.jpg_gen/derivatives/article_750/rape5n-1-web.jpg,"Marcy Houses, or Marcy Projects, is a public housing complex built and operated by the New York City Housing Authority and located in the Bedford-Stuyvesant neighborhood of Brooklyn in New York City, at 40.697°N 73.951°WCoordinates: 40.697°N 73.951°W.[1][2][3] The complex was named after William L. Marcy (1786-1857), a lawyer, soldier, and statesman.[4] Consisting of 27 six-story buildings on 28.49 acres (0.1153 km2; 0.04452 sq mi), it contains 1,705 apartments housing about 4,286 residents (average of 2.5 people to an apartment).[1] Marcy was completed on January 19, 1949, and is bordered by Flushing, Marcy, Nostrand and Myrtle Avenues.[1]

Homes and businesses (including two banks) were cleared for the construction of Marcy Houses, as well as sections of Hopkins, Ellery, Floyd (now Martin Luther King Jr. Place), and Stockton streets that went through where the complex now sits.[4][4] Marcy has taken steps to become more environmentally friendly; in 2006, it replaced all conventional water heaters with energy-saving, instantaneous hot water heaters.[2] On January 19, 2009, Marcy Houses turned 60 years old. Mayor Michael Bloomberg proclaimed this day as Marcy Houses Day.[2]",https://en.wikipedia.org/wiki/Marcy_Houses
Farragut Houses,"Farragut Houses,Brooklyn, NYC",-73.98173,40.6990089,Housing,Brooklyn,,1952,https://static01.nyt.com/images/2015/04/19/nyregion/19FARRAGUTJP3/19FARRAGUTJP3-master1050.jpg,"The Farragut Houses is a public housing project located in the Downtown neighborhood of northwestern Brooklyn, New York City. Bordering the historic Brooklyn Navy Yard, Farragut Houses is a property of New York City Housing Authority (NYCHA). The houses contain 3,272[3] residents who reside in ten buildings that are each 13 to 14 stories high.",https://en.wikipedia.org/wiki/Farragut_Houses
Gowanus Houses,"Gowanus Houses,Brooklyn, NYC",-73.9892241,40.6834758,Housing,Brooklyn,,1949,http://assets.nydailynews.com/polopoly_fs/1.1834050.1403085905!/img/httpImage/image.jpg_gen/derivatives/article_750/projects.jpg,,
Brevoort Houses,"Brevoort Houses,Brooklyn, NYC",-73.9238889,40.6802778,Housing,Brooklyn,,1955,http://315gqf1cb88e2qagu3f9xz91.wpengine.netdna-cdn.com/wp-content/uploads/2015/01/dsc03417-1024x768.jpg,"Brevoort Houses, or Brevoort Projects, is a public housing complex located in the Bedford-Stuyvestant neighborhood in Brooklyn, New York. The complex is made up of 13, 7 story buildings with 894 apartments. The complex sits on 17.26-acres and completed construction on August 31, 1955.[1]

The projects are bordered by Fulton Street/Ralph Avenue and Bainbridge Street/Patchen Avenue. The closest subway lines include the ""C"" at Ralph Avenue, as well as the ""A"" and ""C"" at Utica Avenue.",
Albany Houses,"Albany Houses,Brooklyn, NYC",-73.9368498,40.6732924,Housing,Brooklyn,,1950,http://technico-csi.com/wp/wp-content/themes/space/images/AlbanyWebPhoto.jpg,,
Howard Houses,"Howard Houses,Brooklyn, NYC",-73.9089308,40.6721531,Housing,Brooklyn,,1955,http://assets.nydailynews.com/polopoly_fs/1.160111.1314011976!/img/httpImage/image.jpg_gen/derivatives/article_750/alg-howard-houses-jpg.jpg,,
Brownsville Houses,"Brownsville Houses,Brooklyn, NYC",-73.9191242,40.6676546,Housing,Brooklyn,,1948,http://assets.nydailynews.com/polopoly_fs/1.1702216.1393427513!/img/httpImage/image.jpg_gen/derivatives/article_750/arrest27n-1-web.jpg,,
